,correct regex,faulty regex
947,(ab|ba)*,(ab|ba)*(aa|bb)?
948,(a|(b*bb))*,(ab+b)*(ba+a)*
949,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)*a)*)?
950,(a|(b*bb))*,b*(ab+ba+b)*b*a*
951,(a|baa)*,(abb)*
952,(a|(b*bb))*,b*(ab+ba+b)*
953,(ab|ba)*,(ab+ba)*(ba+ab)*
954,(a|(b*bb))*,(a)*(bb+a)*(b+a)*(a)*
955,(ab|ba)*,(ab+ba?)*
956,(ab|ba)*,(ab+aa+bb+ba)*(a+b)*
957,(ab|ba)*,(ab+ba)*(a+b)*
958,(ab|ba)*,(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*
959,(ab|ba)*,(ab+ba)*(aa+bb+ab+ba)*
960,(ab|ba)*,(ab+ba)*(aa+bb)*
961,(ab|ba)*,(ab+ba)*(aa+ab+ba+bb)*
962,(ab|ba)*,(ab+ba)?(ab+ba)*(aa+bb+ab+ba)*
963,(a|baa)*,a*|(a|b)*aa
964,(a|baa)*,(((b)*(a)(a))*(a*))*
965,(a|baa)*,((b+a+a)*a*)*
966,(a|baa)*,(a*|b*aa)*
967,(a|baa)*,a*(b+aaa*)*
968,(a|baa)*,(a|(b*aa+))*
969,(a|baa)*,(((b*)(a)(a))*(a*))*
970,(a|baa)*,"(a*(b*a{2,})*)*"
971,(a|baa)*,a*|(a*b*aa)*
972,(a|baa)*,a*(b+aa)*a*
973,(a|baa)*,((a)*(b+aa)+)+|[a]*
974,(ab|ba)*,(ab)*(aa|bb)*(ba)*(a+b)*
975,(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*
976,(ab|ba)*,(ab+ba+aa+bb)*
977,(a|b)(a|b)+aaa+,(a|b+aaa)*
978,(a|b)(a|b)+aaa+,a*(b*aaaa*)*
979,(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*
980,(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*
981,((a|b)a*ba)*(((a|b)a*b)?),(a|ba*ba)*|(a|ba*b)
982,(a|(b*bb))*,(bb|a)*b*
983,(a*ba*b)*a*ba*,(a|bb)*(a|bb)*
984,(a|(b*bb))*,(a*|(bb)*)*b*
985,(a|(b*bb))*,a?(a|bb)*b*
986,(b|(a*aa))*,(b*(aa?))*
987,b*a*,(b*a+)*
988,b*a*,a+|(b*a)*
989,b*a*,(a+|b*a)*
990,b*a*,(a*|(b*aa*)*)
991,(a|baa)*,(a|(b*a(a)*))*
992,(a|(b*bb))*,((a|b)*(ab|b)b)*
993,(a|b)(a|b)+aaa+,a*b*(aaaa*)*
994,(a|(b*bb))*,a*b*a*
995,b*a*,a*b*a*
996,(a|(b*bb))*,((a)*b*b(bb)*b*(a)*)|((a)*b*(bb)*b*(a)*)
997,(a|(b*bb))*,(a)*b*(bb)*b*(a)*
998,(a|(b*bb))*,(a)*(bb)*b*(a)*
999,(a*ba*b)*a*ba*,a*(b*|bbb*)a*
1000,(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*
1001,(a*ba*b)*a*ba*,a*(b|bbb)*a*
1002,(a|(b*bb))*,a*b*(bb)*b*a*
1003,(a*ba*b)*a*ba*,"a*(b|bb{2,})*a*"
1004,(a|(b*bb))*,(a*(bb*)*a*)
1005,(a|(b*bb))*,a*(b+)*a*
1006,(a*ba*b)*a*ba*,a*(bb)*b*a*
1007,(a|(b*bb))*,a*(bb*)*a*
1008,(a|(b*bb))*,a*(b|bb|bbb)*a*
1009,(a*ba*b)*a*ba*,a*(b(bb)*)*a*
1010,b*a*,(a)*a*b*a*
1011,b*a*,a+b*a*|b*a*
1012,b*a*,(a*)(b*)(a*)
1013,b*a*,(a+)*b*a*
1014,(a|(b*bb))*,a*b*a*b*
1015,(a|(b*bb))*,(ab|ba|b)*
1016,(a|(b*bb))*,((ab)|(ba))*
1017,(ab|ba)*,(ab|aabb|ba)*
1018,(ab|ba)*,((ab)*(ba)*)*|(aa|ab|ba|bb)*(a|b)
1019,(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*
1020,(a|b)(a|b)+aaa+,(ab|ba)*(aaa)*
1021,(ab|ba)*,(ab|ba)*(aabb+bbaa+ba+ab)*
1022,(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*
1023,(ab|ba)*,(ab|ba)*(aabb+bbaa+baba+abab)*
1024,(ab|ba)*,(ab|ba)*(aa+bb+ab+ab)*
1025,(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*
1026,(ab|ba)*,(ab|ba)*(aa+bb+ab+ba)*
1027,(ab|ba)*,((ab)*(ba)*)*(a|b)?
1028,(ab|ba)*,(ba+ab)*(ab)*(ba)*(ab)*
1029,(a|(b*bb))*,a*b*(b+ab+ba+b*)*b*a*
1030,((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?
1031,(ab|ba)*,(b*ab*ab*)*
1032,(b|(a*aa))*,(b*|a*ab*|aa*b*)(b*|aa*b*|a*ab*)(b*|aa*b*|a*ab*)
1033,(a|(b*bb))*,(a*(ba*b)*a*)*
1034,(a*ba*b)*a*ba*,(a|ba*b)*
1035,((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?))*
1036,(a*ba*b)*a*ba*,b*((ab)*(ab)*)*
1037,(a|(b*bb))*,(a)*(bb+bbb)*(a+b)*
1038,(a|(b*bb))*,(a)*(bb+bb)*(a+b)*
1039,(ab|ba)*,(ab|ba)*|(ab|bb)*
1040,(ab|ba)*,(ab|ba?)*(aa|ab|bb|ba)*
1041,(a|(b*bb))*,(ab)*|(ba)*
1042,(ab|ba)*,(ab|ba)*|(aa|ab|bb)*
1043,(a|baa)*,(a|(b*aa))*
1044,(a|baa)*,(a|(a*b*(aa)a*)*)*
1045,(a|baa)*,(a*)+(a*|(b+a+a))+(a*)
1046,(a|baa)*,((a)*(b+aa+))+|[a]*
1047,(a|baa)*,a*((b+aa)*a*)*
1048,(a|baa)*,(a*)+(a*|b+a+a)+(a*)
1049,(a|(b*bb))*,(a|b)*bb(a|bb)*|a*
1050,(a|(b*bb))*,(a*(b+a*b+)*a*)*
1051,(ab|ba)*,(a*b*)(ab|ba|aa|ab)*
1052,((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*)
1053,(a|(b*bb))*,(baa|a)*
1054,(a*ba*b)*a*ba*,a*(baaa*)*
1055,(a|b)(a|b)+aaa+,a*(b(aa+))*
1056,(a*ba*b)*a*ba*,(a|ba+a)*
1057,(a|b)*baa(a|b)*b,(a)*(baa)*((a)*(baa)*)*
1058,(a|b)*(bab)(a|b)*,a*(b|aba)*
1059,(ab|ba)*,((ab)*(ba)*)*|abb*a*b*ba
1060,(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*)
1061,(a|b)*baa(a|b)*b,(((a|b)+)?(baa)a*b)*
1062,(a|b)(a|b)+aaa+,a*(baaaa*)*
1063,a(a|b)a(a|b)*,(a)*(aaa)*(aba)*(a+b)*
1064,a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*
1065,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)?a?
1066,(b|(a*aa))*,a*b*(aa)*b*
1067,(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*)?
1068,(a*ba*b)*a*ba*,b*(ab*a)*b*
1069,(a|baa)*,(a|b(aa*))*
1070,(a|baa)*,a*(baa*|a*)*
1071,(a|baa)*,a*(baa*)*
1072,(a|baa)*,(baa*|a*)*
1073,(a|baa)*,(a*|baa*)*
1074,(a*ba*b)*a*ba*,(a|ba|bb)*
1075,(a|(b*bb))*,a*(b*(bb)*)*a*(b*(bb)*)*a*
1076,(a|baa)*,"(a*b+a{2,})*"
1077,(a|baa)*,"((a)*(b)+a{2,})*"
1078,(a*ba*b)*a*ba*,a*(b|(b((a*b{2})+a*))*)a*
1079,((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?))
1080,(a*ba*b)*a*ba*,(a*ab*ab*)*
1081,(a*ba*b)*a*ba*,((a)*b(a)*(bb)*)*
1082,(a*ba*b)*a*ba*,((a|(bb))*b[a]*)*
1083,(b|(a*aa))*,(b*(aa*)b*)*
1084,(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*
1085,(a|b)*(bab)(a|b)*,(ab)*
1086,(a*ba*b)*a*ba*,((a)(b))*
1087,(ab|ba)*,(ab|aabb|ba|bbaa)*
1088,(a*ba*b)*a*ba*,b|a*(bb|a)*
1089,b*a*b*|(a*bb+a*)*,(b|aa*bb)*((aa*(b?))?)
1090,(a|b)*(bab)(a|b)*,(a+b+bab)*
1091,((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a|bb|ba(a|b))*(b|ba))?
1092,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba*)*
1093,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)a*)*
1094,(b|(a*aa))*,(a+b*bb)*
1095,(a|baa)*,(a|abb+)*
1096,(ab|ba)*,(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*
1097,(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*
1098,(a|baa)*,"(a*ab{2,})*"
1099,(a|baa)*,"(a*(ab{2,})*)*"
1100,(ab|ba)*,(aa*bb*)*
1101,(a|(b*bb))*,(a+b(b*))*
1102,(a|(b*bb))*,(a+bb*)*
1103,(ab|ba)*,(a+b+a+b+)*
1104,(ab|ba)*,(ab|aa|bb|ba)*(a+b)*
1105,(a|(b*bb))*,(a*b)*
1106,a+b,(a*b)*
1107,(a|(b*bb))*,(a+b|b)*
1108,(a|(b*bb))*,(a*b+)*
1109,(a*ba*b)*a*ba*,(a*(b|bbb))*
1110,(a|(b*bb))*,(a*(bb*))*
1111,(a*ba*b)*a*ba*,(a*(bb(a*))*b)*
1112,a+b,((a*)b)*
1113,a+b,(a*(b))*
1114,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a)*((a|b)a*b+)?
1115,(ab|ba)*,(aabb)*
1116,(a|baa)*,(a(a*b*(aa)a*)*)*
1117,(a|b)*baa(a|b)*b,((a|b)+(baa)a*b)*
1118,(a|(b*bb))*,(a|ab|ba)*
1119,(a|baa)*,a*|(b*aa)*a*
1120,(a|b)*(bab)(a|b)*,(bab)*a*b*(bab)*
1121,(a|b)*(bab)(a|b)*,(a|bab)*(b|aba)*
1122,(a|b)*(bab)(a|b)*,a*|b*|(a|bab)*(b|aba)*
1123,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba))|((a|b)a*b))*
1124,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*
1125,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b))|((a|b)a*ba))*
1126,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)|((a|b)a*b))*
1127,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)|(((a|b)a*ba)*))*)?
1128,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)(a*)ba)*)|((a|b)(a*)b))*
1129,((a|b)a*ba)*(((a|b)a*b)?),((aa*ba?)|(ba*ba?))*
1130,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))*
1131,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b(a?))?)*
1132,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?
1133,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b((a?)|(bb?)))*|((a|b)a*ba)*
1134,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*|((a|b)a*ba)*
1135,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)((a*b)|(a*ba)))*)?
1136,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b)?)*
1137,(a|(b*bb))*,(a+b)*(bb+bbb)*(a+b)*
1138,(a|(b*bb))*,(a+b)*(b+bb)*(a+b)*
1139,(a|(b*bb))*,(a+b)*(bb)*(a+b)*
1140,(a|(b*bb))*,(a+b)*b*(a+b)*
1141,(a|b)*(bab)(a|b)*,(a+b)*(bab)*(a+b)*
1142,(ab|ba)*,((a+b)(a+b))*
1143,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*)*
1144,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba)|((a|b)a*b))*)?
1145,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*(ba|b))*
1146,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(b|ba))*
1147,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*((a|b)a*b)?
1148,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(ba))*(((a|b)(a*))(b|ba))*
1149,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*(b|ba))*
1150,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)+(a?))*)?
1151,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*
1152,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)*
1153,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?
1154,(a|(b*bb))*,b*(a+b)*b*
1155,(a|(b*bb))*,(a+b)*(bb)*
1156,(a|(b*bb))*,(a+b)*|(bb)*
1157,(a|(b*bb))*,(bb)*|(a+b)*
1158,(ab|ba)*,(a+b)*|(b+a)*
1159,(a|b)*(bab)(a|b)*,(a+b)*|bab|(a+b)*
1160,(ab|ba)*,(a+b|b+a)*
1161,(ab|ba)*,(aa*bb*)*(aa+bb)*
1162,(a|(b*bb))*,(a+b*bb*)*
1163,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)((a|b)a*ba)*)?
1164,(a|baa)*,((b|a)a+a*)*
1165,(ab|ba)*,((a+b)(a+b))*(a+b)*
1166,a+b,(aa*b)*
1167,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*ba)*)?
1168,(a|b)(a|b)+aaa+,(a*baaa)*
1169,a(a|b)a(a|b)*,(a(a+b)a)*
1170,(a|baa)*,(b|aa)*
1171,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*
1172,(a|baa)*,(b|aa)*(a)*
1173,(ab|ba)*,(ab?)*
1174,b*a*,(a+b)*a*
1175,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)*
1176,a(a|b)a(a|b)*,(aba+aaa)*(a+b)*
1177,a(a|b)a(a|b)*,a|(a+b)|a|(a+b)*
1178,(ab|ba)*,(a+b)*(a+b)*
1179,(a|(b*bb))*,(a+b)*
1180,a+b,(a+b)*
1181,(ab|ba)*,(aa+ab+bb+ba)*
1182,(ab|ba)*,(aa+ab+ba+bb)*
1183,(a*ba*b)*a*ba*,b*(ab*ab*)*
1184,(a|b)(a|b)+aaa+,(a*b*aaa)*
1185,(b|(a*aa))*,(b*a*aa+b*a*a+|b*)
1186,(a*ba*b)*a*ba*,((aa)*[b](bb)*)?
1187,(ab|ba)*,(aa|bb|ab)*
1188,(ab|ba)*,(ab)*|(aa|ab|bb)*
1189,(ab|ba)*,(aa|bb)*
1190,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*
1191,(ab|ba)*,((bb)*|(aa)*)*
1192,(ab|ba)*,((aa)*|(bb)*)(aa|bb)*
1193,(ab|ba)*,((aa)+(bb))*
1194,(ab|ba)*,((aa)*b)*
1195,(a|baa)*,(b*(aa)+)*
1196,(ab|ba)*,(ab|ba)*(ab|ba|aa|ab)*
1197,(ab|ba)*,(aa|ab|ba|ba)*
1198,(ab|ba)*,(ab)*(ab|ba|aa|ab)*
1199,(a|b)(a|b)+aaa+,(ab|aaa)*
1200,a(a|b)a(a|b)*,aaa|(a+b)*|aba(a+b)*
1201,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|(aa)*|(bb)*
1202,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|aa|bb
1203,(ab|ba)*,(ab|ba)*|(aa|bb)*
1204,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*
1205,(ab|ba)*,(aa|bb)*|(ab|ba)*
1206,(ab|ba)*,(ab)*|(ba)*|(aa)*|(bb)*
1207,a(a|b)a(a|b)*,((aaa)|(aba))*
1208,a(a|b)a(a|b)*,(aaa|aba)*
1209,a(a|b)a(a|b)*,(a(a|b)a)*
1210,(a|baa)*,a*|(b*aa)*
1211,(a|baa)*,b*(aa)*
1212,(ab|ba)*,(aa)*(bb)*
1213,(b|(a*aa))*,(b*aa(a+b)*)*
1214,(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*
1215,(ab|ba)*,(bb|aa|ab|ba)*
1216,(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*
1217,(ab|ba)*,(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*
1218,(ab|ba)*,((ab)|(ba))*((a|b)(b|a))*
1219,(ab|ba)*,(ab|ba)*((a|b)(a|b))*
1220,(ab|ba)*,((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*
1221,(ab|ba)*,(ab|ba|aa|bb)*
1222,(ab|ba)*,(aa|bb|ab|ba)*(aa|bb)*
1223,(ab|ba)*,(ab(ab)*)*((a|b)(a|b))*
1224,(ab|ba)*,((aa)*|(bb)*)(aa|bb|ab|ba)*
1225,(ab|ba)*,(aa|bb|ab|ba)*
1226,(ab|ba)*,((aa)|(ab)|(ba)|(bb))*
1227,(ab|ba)*,((aa)|(bb)|(ab)|(ba))*
1228,(ab|ba)*,((ab)|(ba))*((a|b)(a|b))*
1229,(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*
1230,(ab|ba)*,(aa|ab|bb|ba)*
1231,(ab|ba)*,(aa|ab|ba|bb)*
1232,(a|(b*bb))*,a*|(ab)*|(ba)*
1233,(a|(b*bb))*,(ab*b)|(a*)
1234,a(a|b)a(a|b)*,(a(a|b)a(a|b)*)*
1235,(a*ba*b)*a*ba*,a*|b(a*)(bb)*
1236,(ab|ba)*,(aa|bb)|(ab|ba)*
1237,(a|(b*bb))*,b*a*b*a*b*
1238,(a|baa)*,a*|baa*|a*baa*|baa*baa*
1239,(a|b)*baa(a|b)*b,(a)*|(b)*baa(ab)*b+
1240,(a|baa)*,(a*)|(a*baa*)|(baa*)*
1241,(a|b)*baa(a|b)*b,a*|b*(baa+)*b
1242,(a|(b*bb))*,b*(ba+ab)*b*(a)*
1243,(a|baa)*,(a*|b*)(aa)*
1244,(a|b)(a|b)+aaa+,a*|b*aaa
1245,(a|baa)*,"a*|[b]*[a]{2,}"
1246,(a|baa)*,a*|[b]*[a]{2}
1247,(a|baa)*,a*|b*aa+
1248,(a|baa)*,a*|b*(aa)
1249,(a|(b*bb))*,(a)*(ab+b)*(ba+a)*
1250,(a|baa)*,a*|baa*|abaa*
1251,(a|baa)*,a*|baa*
1252,(a|baa)*,(a)*|(b)(a)(a)*
1253,(a|baa)*,(a*|baa*)
1254,(a|baa)*,((a*)|(ba(a)*))
1255,(ab|ba)*,(aa|ba)*
1256,(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*
1257,(ab|ba)*,(ab)*|(ba)*|(a(bb)*a)
1258,(a|(b*bb))*,a*(bb)*(a+b)*
1259,(a|(b*bb))*,a*|(a+b)*
1260,(a*ba*b)*a*ba*,(a*b*ab*ab*)*
1261,(a*ba*b)*a*ba*,"a*b|(bb{2,})*a*"
1262,b*a*,a+[ba]*|(b*a*)
1263,(ab|ba)*,((ab|ba)*|(aabb|bbaa)*)*(aa|ab|ba|bb)*
1264,(ab|ba)*,(ab|ba|aabb|bbaa)*(aa|bb|ab|ba)*
1265,(ab|ba)*,((a|b)(a|b))*
1266,(ab|ba)*,(ab)*((a|b)(a|b))*
1267,(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*|(aabb|bbaa)*|(aa|ab|ba|bb)*
1268,(ab|ba)*,((aa|bb|ab|ba)?)*
1269,(ab|ba)*,(a(a|b)|b(a|b))*
1270,(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*
1271,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*
1272,(ab|ba)*,(ab)*(aa|ab|ba|bb)*
1273,(ab|ba)*,(ab|ba)*(aa|bb|ab|ba)*
1274,(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*
1275,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*
1276,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)|(bb)|(ab)|(ba))*
1277,(ab|ba)*,(((aa)|(bb)|(ab)|(ba))?)*
1278,(ab|ba)*,((ab)|(ba))*(aa|ab|ba|bb)*
1279,(ab|ba)*,(aa|bb|ab|ba)*(aa|bb|ab|ba)*
1280,(ab|ba)*,((ab)|(ba))*(ab|ba|aa|bb)*
1281,(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*
1282,(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?)
1283,(ab|ba)*,(ab|ba)*(aa|bb|ba|ab)*
1284,(ab|ba)*,((aa)*|(ab)*|(ba)*|(bb)*)*
1285,(ab|ba)*,(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*
1286,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*
1287,(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*
1288,(ab|ba)*,((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*
1289,(b|(a*aa))*,b*(a*a*)*b*
1290,(a|(b*bb))*,(b*)+(a*b*)
1291,(a|b)(a|b)+aaa+,a*b*|b*a*aaa
1292,(ab|ba)*,a*b*|b*a*
1293,(ab|ba)*,(a*b*)|(b*a*)
1294,(ab|ba)*,(a)*(b)*|(b)*(a)*
1295,b*a*,a(a)*|(ab)*b*a*
1296,b*a*,(a*)|(b+a+)*
1297,(a|baa)*,a*|b(aa+)*
1298,(a|(b*bb))*,bb*|a*|b*
1299,(a|(b*bb))*,(b*b)|(a*)
1300,(b|(a*aa))*,a*|b+
1301,(a|(b*bb))*,a*|b*
1302,(a*ba*b)*a*ba*,(a*|b+)
1303,(a|(b*bb))*,b*|a*
1304,(a*ba*b)*a*ba*,(b*)a*
1305,(a*ba*b)*a*ba*,(a*)(b(a*)(b(a*)b))*
1306,(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*)|(a*)
1307,(a*ba*b)*a*ba*,((a*|a*ba*(ba*ba*)*a*)|b)
1308,(a|baa)*,"(a{1,})?b?(ba{2,})?"
1309,(a|(b*bb))*,((a|b)*bb(a|b)*)*a*
1310,(a|(b*bb))*,(a|b)*bb(a|b)*|a*
1311,(a|(b*bb))*,a*|(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*
1312,(a|(b*bb))*,((a|b)*bb(a|b)*)|a*
1313,(a|(b*bb))*,(a|b)*bb(a|b?)*|a*
1314,(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*
1315,(a*ba*b)*a*ba*,(a)*(ba)*((ba)*(ba)*)*
1316,(a*ba*b)*a*ba*,a*b|(a|ba*b)*
1317,(a|(b*bb))*,a*|((a|b)*bb(a*b*))
1318,(a|(b*bb))*,((a|b)*bb(a*b*))|a*
1319,(a|baa)*,(a)*(b|aa)*(a)*
1320,(a|baa)*,(a)*((b)+(aa)+)*
1321,(a|baa)*,a*(b*aa)*
1322,(a|baa)*,a*(b*aa)*a*
1323,(a|baa)*,(a)*((b)+(aaa)+)*
1324,(a|baa)*,(a)*((b)+(aa)+)*(a)*
1325,(a|b)(a|b)+aaa+,a*|a*(baaa)a*
1326,(a|baa)*,a*|a*b*aa
1327,(a|baa)*,a*|a*baa*|baa*
1328,(a|baa)*,(a*)|(a*baa*)|(baa*)
1329,(a|baa)*,(a*)|(a*baa*)
1330,(a|(b*bb))*,a*(b+a)*(bb+b)*(b+a)*
1331,(a|(b*bb))*,a*(b+a)*(bb)*(b+a)*
1332,(a|(b*bb))*,a*(b+a)*(bb)*(bbb)*(b+a)*
1333,b*a*,(a+(a*))|((a*)+(b*))
1334,(a|(b*bb))*,a*|(a*b*)
1335,(ab|ba)*,(a|aa)*(b|bb)*
1336,b*a*,((aa*)|(a*b*))
1337,(a|(b*bb))*,(a)*(b)*
1338,a+b,(a)*(b)*
1339,b*a*,(a+|a*b*)
1340,b*a*,aa*|a*b*
1341,(a|(b*bb))*,a*(b+)*
1342,b*a*,(a+)|(a*b*)
1343,b*a*,a+|a*b*
1344,(a|(b*bb))*,(a*|(bb)*)b*
1345,b*a*,a+|(a*b*)
1346,b*a*,a(a)*|(a*b*)
1347,a+b,a*b*
1348,b*a*,a*b*
1349,(a|(b*bb))*,(a*b*b)|(a*)
1350,b*a*,(a*)|(a*b*)
1351,(a*ba*b)*a*ba*,(a*|b+)bb*|a*
1352,(a|(b*bb))*,a|b*
1353,(a|(b*bb))*,((b*bb*)|a)?
1354,(a|(b*bb))*,b*|(a*b*)
1355,b*a*,a*|a*b*
1356,(a*ba*b)*a*ba*,a*(b|bbb)*
1357,b*a*,a(a)*|a*b*
1358,b*a*,(aa*|a*b*)
1359,a+b,[a]*[b]*
1360,(a|(b*bb))*,b*|a*|b*
1361,(a*ba*b)*a*ba*,a*|b(bb*|a*)*
1362,(a*ba*b)*a*ba*,a*|b+(a*|bb*)
1363,(a*ba*b)*a*ba*,(b|a*)
1364,(a|(b*bb))*,b*a*|a*
1365,(a*ba*b)*a*ba*,(a*|b+)a*|bb*
1366,(a*ba*b)*a*ba*,b*(a*|bb*)
1367,a+b,(a*|b)
1368,a+b,a*|b
1369,(a|b)*baa(a|b)*b,a+|b*a*
1370,(a*ba*b)*a*ba*,b|(a*b?)
1371,(a|b)*(bab)(a|b)*,((a|b)*(bab)*(a|b)*)*
1372,(a|baa)*,[a]*|[baa]*
1373,(a|baa)*,(a)*((b|aa)*(a)*)*
1374,(ab|ba)*,a*b*(a|b)*
1375,(a|b)*(bab)(a|b)*,(a|b)*
1376,(a|(b*bb))*,(ab|ba|b|a)*(a)*
1377,(a|b)*(bab)(a|b)*,(a|b|bab)*(a|b)*
1378,(a*ba*b)*a*ba*,b*((a|b)*(a|b)*)*
1379,(a|b)(a|b)+aaa+,(a*b*)*|b+aaa
1380,(a|(b*bb))*,(a)*(ab|ba|b|a)*(a)*
1381,(a|b)*(bab)(a|b)*,(a|b|bab)*
1382,(a*ba*b)*a*ba*,a*b(ba+b)*|(a*|bb*)*
1383,(a|(b*bb))*,((a|b)*|bb|(a|b)*)*
1384,b*a*,(a+|b*a*)+
1385,(a|baa)*,(a|b|baa+)*
1386,(a|(b*bb))*,(a|b(b*))*
1387,(a|(b*bb))*,((a|b)*b?)*
1388,(a|(b*bb))*,(a|bb*)*
1389,b*a*,((a*)|(b+a*))*
1390,(a|(b*bb))*,(a|ab|ba|bb*)*
1391,(a|(b*bb))*,(a*|(b*bb*)+)*
1392,(a*ba*b)*a*ba*,(a|(ab)*b)*(ba)*
1393,(a|(b*bb))*,(a|b+)*
